A (base 10)   | A (base 8)       | A (binary)                                     | Output
35184372089652| 1000000000001464 | 1000000000000000000000000000000000001100110100 | 5,2,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089653| 1000000000001465 | 1000000000000000000000000000000000001100110101 | 6,2,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089654| 1000000000001466 | 1000000000000000000000000000000000001100110110 | 0,2,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089655| 1000000000001467 | 1000000000000000000000000000000000001100110111 | 3,2,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089656| 1000000000001470 | 1000000000000000000000000000000000001100111000 | 0,6,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089657| 1000000000001471 | 1000000000000000000000000000000000001100111001 | 0,6,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089658| 1000000000001472 | 1000000000000000000000000000000000001100111010 | 0,6,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089659| 1000000000001473 | 1000000000000000000000000000000000001100111011 | 7,6,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089660| 1000000000001474 | 1000000000000000000000000000000000001100111100 | 5,6,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089661| 1000000000001475 | 1000000000000000000000000000000000001100111101 | 6,6,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089662| 1000000000001476 | 1000000000000000000000000000000000001100111110 | 0,6,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089663| 1000000000001477 | 1000000000000000000000000000000000001100111111 | 3,6,3,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089664| 1000000000001500 | 1000000000000000000000000000000000001101000000 | 7,2,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089665| 1000000000001501 | 1000000000000000000000000000000000001101000001 | 6,2,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089666| 1000000000001502 | 1000000000000000000000000000000000001101000010 | 4,2,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089667| 1000000000001503 | 1000000000000000000000000000000000001101000011 | 7,2,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089668| 1000000000001504 | 1000000000000000000000000000000000001101000100 | 5,2,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089669| 1000000000001505 | 1000000000000000000000000000000000001101000101 | 7,2,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089670| 1000000000001506 | 1000000000000000000000000000000000001101000110 | 3,2,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089671| 1000000000001507 | 1000000000000000000000000000000000001101000111 | 4,2,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089672| 1000000000001510 | 1000000000000000000000000000000000001101001000 | 6,4,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089673| 1000000000001511 | 1000000000000000000000000000000000001101001001 | 4,4,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089674| 1000000000001512 | 1000000000000000000000000000000000001101001010 | 0,4,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089675| 1000000000001513 | 1000000000000000000000000000000000001101001011 | 7,4,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089676| 1000000000001514 | 1000000000000000000000000000000000001101001100 | 5,4,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089677| 1000000000001515 | 1000000000000000000000000000000000001101001101 | 7,4,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089678| 1000000000001516 | 1000000000000000000000000000000000001101001110 | 3,4,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089679| 1000000000001517 | 1000000000000000000000000000000000001101001111 | 4,4,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089680| 1000000000001520 | 1000000000000000000000000000000000001101010000 | 5,0,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089681| 1000000000001521 | 1000000000000000000000000000000000001101010001 | 2,0,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089682| 1000000000001522 | 1000000000000000000000000000000000001101010010 | 4,0,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089683| 1000000000001523 | 1000000000000000000000000000000000001101010011 | 7,0,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089684| 1000000000001524 | 1000000000000000000000000000000000001101010100 | 5,0,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089685| 1000000000001525 | 1000000000000000000000000000000000001101010101 | 7,0,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089686| 1000000000001526 | 1000000000000000000000000000000000001101010110 | 3,0,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089687| 1000000000001527 | 1000000000000000000000000000000000001101010111 | 5,0,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089688| 1000000000001530 | 1000000000000000000000000000000000001101011000 | 4,7,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089689| 1000000000001531 | 1000000000000000000000000000000000001101011001 | 0,7,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089690| 1000000000001532 | 1000000000000000000000000000000000001101011010 | 0,7,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089691| 1000000000001533 | 1000000000000000000000000000000000001101011011 | 7,7,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089692| 1000000000001534 | 1000000000000000000000000000000000001101011100 | 5,7,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089693| 1000000000001535 | 1000000000000000000000000000000000001101011101 | 7,7,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089694| 1000000000001536 | 1000000000000000000000000000000000001101011110 | 3,7,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089695| 1000000000001537 | 1000000000000000000000000000000000001101011111 | 5,7,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089696| 1000000000001540 | 1000000000000000000000000000000000001101100000 | 3,3,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089697| 1000000000001541 | 1000000000000000000000000000000000001101100001 | 6,3,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089698| 1000000000001542 | 1000000000000000000000000000000000001101100010 | 4,3,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089699| 1000000000001543 | 1000000000000000000000000000000000001101100011 | 7,3,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089700| 1000000000001544 | 1000000000000000000000000000000000001101100100 | 5,3,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089701| 1000000000001545 | 1000000000000000000000000000000000001101100101 | 7,3,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089702| 1000000000001546 | 1000000000000000000000000000000000001101100110 | 2,3,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089703| 1000000000001547 | 1000000000000000000000000000000000001101100111 | 6,3,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089704| 1000000000001550 | 1000000000000000000000000000000000001101101000 | 2,3,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089705| 1000000000001551 | 1000000000000000000000000000000000001101101001 | 4,3,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089706| 1000000000001552 | 1000000000000000000000000000000000001101101010 | 0,3,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089707| 1000000000001553 | 1000000000000000000000000000000000001101101011 | 7,3,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089708| 1000000000001554 | 1000000000000000000000000000000000001101101100 | 5,3,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089709| 1000000000001555 | 1000000000000000000000000000000000001101101101 | 7,3,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089710| 1000000000001556 | 1000000000000000000000000000000000001101101110 | 2,3,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089711| 1000000000001557 | 1000000000000000000000000000000000001101101111 | 6,3,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089712| 1000000000001560 | 1000000000000000000000000000000000001101110000 | 1,2,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089713| 1000000000001561 | 1000000000000000000000000000000000001101110001 | 2,2,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089714| 1000000000001562 | 1000000000000000000000000000000000001101110010 | 4,2,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089715| 1000000000001563 | 1000000000000000000000000000000000001101110011 | 7,2,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089716| 1000000000001564 | 1000000000000000000000000000000000001101110100 | 5,2,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089717| 1000000000001565 | 1000000000000000000000000000000000001101110101 | 7,2,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089718| 1000000000001566 | 1000000000000000000000000000000000001101110110 | 2,2,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089719| 1000000000001567 | 1000000000000000000000000000000000001101110111 | 7,2,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089720| 1000000000001570 | 1000000000000000000000000000000000001101111000 | 0,6,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089721| 1000000000001571 | 1000000000000000000000000000000000001101111001 | 0,6,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089722| 1000000000001572 | 1000000000000000000000000000000000001101111010 | 0,6,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089723| 1000000000001573 | 1000000000000000000000000000000000001101111011 | 7,6,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089724| 1000000000001574 | 1000000000000000000000000000000000001101111100 | 5,6,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089725| 1000000000001575 | 1000000000000000000000000000000000001101111101 | 7,6,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089726| 1000000000001576 | 1000000000000000000000000000000000001101111110 | 2,6,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089727| 1000000000001577 | 1000000000000000000000000000000000001101111111 | 7,6,2,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089728| 1000000000001600 | 1000000000000000000000000000000000001110000000 | 7,1,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089729| 1000000000001601 | 1000000000000000000000000000000000001110000001 | 6,1,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089730| 1000000000001602 | 1000000000000000000000000000000000001110000010 | 4,1,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089731| 1000000000001603 | 1000000000000000000000000000000000001110000011 | 7,1,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089732| 1000000000001604 | 1000000000000000000000000000000000001110000100 | 4,1,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089733| 1000000000001605 | 1000000000000000000000000000000000001110000101 | 4,1,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089734| 1000000000001606 | 1000000000000000000000000000000000001110000110 | 5,1,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089735| 1000000000001607 | 1000000000000000000000000000000000001110000111 | 0,1,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089736| 1000000000001610 | 1000000000000000000000000000000000001110001000 | 6,2,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089737| 1000000000001611 | 1000000000000000000000000000000000001110001001 | 4,2,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089738| 1000000000001612 | 1000000000000000000000000000000000001110001010 | 0,2,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089739| 1000000000001613 | 1000000000000000000000000000000000001110001011 | 7,2,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089740| 1000000000001614 | 1000000000000000000000000000000000001110001100 | 4,2,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089741| 1000000000001615 | 1000000000000000000000000000000000001110001101 | 4,2,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089742| 1000000000001616 | 1000000000000000000000000000000000001110001110 | 5,2,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089743| 1000000000001617 | 1000000000000000000000000000000000001110001111 | 0,2,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089744| 1000000000001620 | 1000000000000000000000000000000000001110010000 | 5,4,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089745| 1000000000001621 | 1000000000000000000000000000000000001110010001 | 2,4,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089746| 1000000000001622 | 1000000000000000000000000000000000001110010010 | 4,4,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089747| 1000000000001623 | 1000000000000000000000000000000000001110010011 | 7,4,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089748| 1000000000001624 | 1000000000000000000000000000000000001110010100 | 4,4,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089749| 1000000000001625 | 1000000000000000000000000000000000001110010101 | 4,4,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089750| 1000000000001626 | 1000000000000000000000000000000000001110010110 | 5,4,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089751| 1000000000001627 | 1000000000000000000000000000000000001110010111 | 1,4,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089752| 1000000000001630 | 1000000000000000000000000000000000001110011000 | 4,7,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089753| 1000000000001631 | 1000000000000000000000000000000000001110011001 | 0,7,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089754| 1000000000001632 | 1000000000000000000000000000000000001110011010 | 0,7,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089755| 1000000000001633 | 1000000000000000000000000000000000001110011011 | 7,7,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089756| 1000000000001634 | 1000000000000000000000000000000000001110011100 | 4,7,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089757| 1000000000001635 | 1000000000000000000000000000000000001110011101 | 4,7,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089758| 1000000000001636 | 1000000000000000000000000000000000001110011110 | 5,7,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089759| 1000000000001637 | 1000000000000000000000000000000000001110011111 | 1,7,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089760| 1000000000001640 | 1000000000000000000000000000000000001110100000 | 3,3,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089761| 1000000000001641 | 1000000000000000000000000000000000001110100001 | 6,3,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089762| 1000000000001642 | 1000000000000000000000000000000000001110100010 | 4,3,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089763| 1000000000001643 | 1000000000000000000000000000000000001110100011 | 7,3,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089764| 1000000000001644 | 1000000000000000000000000000000000001110100100 | 4,3,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089765| 1000000000001645 | 1000000000000000000000000000000000001110100101 | 4,3,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089766| 1000000000001646 | 1000000000000000000000000000000000001110100110 | 4,3,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089767| 1000000000001647 | 1000000000000000000000000000000000001110100111 | 2,3,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089768| 1000000000001650 | 1000000000000000000000000000000000001110101000 | 2,3,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089769| 1000000000001651 | 1000000000000000000000000000000000001110101001 | 4,3,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089770| 1000000000001652 | 1000000000000000000000000000000000001110101010 | 0,3,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089771| 1000000000001653 | 1000000000000000000000000000000000001110101011 | 7,3,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089772| 1000000000001654 | 1000000000000000000000000000000000001110101100 | 4,3,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089773| 1000000000001655 | 1000000000000000000000000000000000001110101101 | 4,3,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089774| 1000000000001656 | 1000000000000000000000000000000000001110101110 | 4,3,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089775| 1000000000001657 | 1000000000000000000000000000000000001110101111 | 2,3,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089776| 1000000000001660 | 1000000000000000000000000000000000001110110000 | 1,2,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089777| 1000000000001661 | 1000000000000000000000000000000000001110110001 | 2,2,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089778| 1000000000001662 | 1000000000000000000000000000000000001110110010 | 4,2,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089779| 1000000000001663 | 1000000000000000000000000000000000001110110011 | 7,2,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089780| 1000000000001664 | 1000000000000000000000000000000000001110110100 | 4,2,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089781| 1000000000001665 | 1000000000000000000000000000000000001110110101 | 4,2,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089782| 1000000000001666 | 1000000000000000000000000000000000001110110110 | 4,2,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089783| 1000000000001667 | 1000000000000000000000000000000000001110110111 | 3,2,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089784| 1000000000001670 | 1000000000000000000000000000000000001110111000 | 0,7,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089785| 1000000000001671 | 1000000000000000000000000000000000001110111001 | 0,7,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089786| 1000000000001672 | 1000000000000000000000000000000000001110111010 | 0,7,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089787| 1000000000001673 | 1000000000000000000000000000000000001110111011 | 7,7,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089788| 1000000000001674 | 1000000000000000000000000000000000001110111100 | 4,7,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089789| 1000000000001675 | 1000000000000000000000000000000000001110111101 | 4,7,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089790| 1000000000001676 | 1000000000000000000000000000000000001110111110 | 4,7,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089791| 1000000000001677 | 1000000000000000000000000000000000001110111111 | 3,7,1,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089792| 1000000000001700 | 1000000000000000000000000000000000001111000000 | 7,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089793| 1000000000001701 | 1000000000000000000000000000000000001111000001 | 6,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089794| 1000000000001702 | 1000000000000000000000000000000000001111000010 | 4,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089795| 1000000000001703 | 1000000000000000000000000000000000001111000011 | 7,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089796| 1000000000001704 | 1000000000000000000000000000000000001111000100 | 4,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089797| 1000000000001705 | 1000000000000000000000000000000000001111000101 | 5,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089798| 1000000000001706 | 1000000000000000000000000000000000001111000110 | 7,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089799| 1000000000001707 | 1000000000000000000000000000000000001111000111 | 4,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089800| 1000000000001710 | 1000000000000000000000000000000000001111001000 | 6,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089801| 1000000000001711 | 1000000000000000000000000000000000001111001001 | 4,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089802| 1000000000001712 | 1000000000000000000000000000000000001111001010 | 0,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089803| 1000000000001713 | 1000000000000000000000000000000000001111001011 | 7,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089804| 1000000000001714 | 1000000000000000000000000000000000001111001100 | 4,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089805| 1000000000001715 | 1000000000000000000000000000000000001111001101 | 5,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089806| 1000000000001716 | 1000000000000000000000000000000000001111001110 | 7,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089807| 1000000000001717 | 1000000000000000000000000000000000001111001111 | 4,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089808| 1000000000001720 | 1000000000000000000000000000000000001111010000 | 5,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089809| 1000000000001721 | 1000000000000000000000000000000000001111010001 | 2,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089810| 1000000000001722 | 1000000000000000000000000000000000001111010010 | 4,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089811| 1000000000001723 | 1000000000000000000000000000000000001111010011 | 7,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089812| 1000000000001724 | 1000000000000000000000000000000000001111010100 | 4,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089813| 1000000000001725 | 1000000000000000000000000000000000001111010101 | 5,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089814| 1000000000001726 | 1000000000000000000000000000000000001111010110 | 7,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089815| 1000000000001727 | 1000000000000000000000000000000000001111010111 | 5,0,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089816| 1000000000001730 | 1000000000000000000000000000000000001111011000 | 4,7,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089817| 1000000000001731 | 1000000000000000000000000000000000001111011001 | 0,7,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089818| 1000000000001732 | 1000000000000000000000000000000000001111011010 | 0,7,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089819| 1000000000001733 | 1000000000000000000000000000000000001111011011 | 7,7,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089820| 1000000000001734 | 1000000000000000000000000000000000001111011100 | 4,7,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089821| 1000000000001735 | 1000000000000000000000000000000000001111011101 | 5,7,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089822| 1000000000001736 | 1000000000000000000000000000000000001111011110 | 7,7,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089823| 1000000000001737 | 1000000000000000000000000000000000001111011111 | 5,7,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089824| 1000000000001740 | 1000000000000000000000000000000000001111100000 | 3,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089825| 1000000000001741 | 1000000000000000000000000000000000001111100001 | 6,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089826| 1000000000001742 | 1000000000000000000000000000000000001111100010 | 4,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089827| 1000000000001743 | 1000000000000000000000000000000000001111100011 | 7,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089828| 1000000000001744 | 1000000000000000000000000000000000001111100100 | 4,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089829| 1000000000001745 | 1000000000000000000000000000000000001111100101 | 5,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089830| 1000000000001746 | 1000000000000000000000000000000000001111100110 | 6,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
35184372089831| 1000000000001747 | 1000000000000000000000000000000000001111100111 | 6,3,0,6,7,7,7,7,7,7,7,7,7,7,6,6,
